,name,time
1252,James Hosie,1
1253,Club Nil Desperaudum,1
1254,Torn Clothes,1
1255,Mr. Kewley,1
1256,William Liddal,1
1257,Law Mair,1
1258,Bold Gordie,1
1259,Elizabeth Weir,1
1260,James Bonnar,1
1261,James Drummond Esq,1
1262,William Wallace Wight,1
1263,Leith Street,1
1265,Mr. Kaye,1
1266,Autumn Circuit,1
1267,Elizabeth M'Lain,1
1269,Linton Wives,1
1270,Malt Corn,1
1271,James Donaldson,1
1272,Maggie Lauder,1
1275,Sir William Gordon,1
1276,Glory Shoots,1
1304,Fairest Floromello,1
1305,Katie Bain,1
1306,Mr. Lorraign,1
1332,Lauchland Mackintosh,1
1334,Infirmary Street,1
1335,Makes Merchant Ships Trade,1
1336,Brother Currie,1
1337,Had Shepherds Plainness,1
1338,Sir Thomas,1
1339,John M'Nee,1
1340,Mr. Rothwell,1
1341,George Bal,1
1342,Duncan Frazer,1
1343,O Good,1
1344,John M'Dougal,1
1345,Leep Year,1
1346,Jean Cameron,1
1347,Makes Compliments,1
1348,Ann Maclaren,1
1349,Baillie Snell,1
1350,Sole Monarch,1
1351,Sacred Treasures,1
1352,Oor Meg,1
1355,Lucky Gibson,1
1356,Weel Cuddie,1
1333,Fergeus M'Pherson,1
1331,Thomas M'Culloch,1
1307,John Carroll,1
1330,Helen Bennie,1
1308,Tom Reynolds,1
1310,Baron Hume,1
1311,Joan Campbell,1
1312,Great Hoords,1
1313,James Burnet,1
1314,Mr. Whitbread,1
1315,Olimpick Game,1
1316,Hungkee Monkee,1
1317,J. Francis Thomas Broughton,1
1318,Agnes M'Kechnie,1
1319,Betty Cunliffe,1
1320,Philip Farmer,1
1321,Thy Honors,1
1322,Margery Campbell,1
1323,William Bnrke,1
1324,David Knox,1
1325,Berutiful Dame,1
1326,O Perth,1
1327,Thomas M'Calloch,1
1328,Whose Verdu,1
1329,John M,1
1250,Holy Ghost,1
1249,Ann Sparrow,1
1248,John Gillan,1
1162,Thomas Sinclair,1
1164,Hugh Monro,1
1165,O Great,1
1166,Turn Traytors,1
1167,William Baillie,1
1168,Catherine Fitzgerald,1
1169,Mr. William Robertson,1
1170,George Baillie Miss Baillie Miss Betty Baillie Sir,1
1172,Tempest Wind,1
1174,Sick Tales,1
1175,Janet Hutchie,1
1176,Great Britain,1
1178,Captain John Beams,1
1179,Smith M Farlune,1
1180,Mary Horn,1
1181,Alexander Hart,1
1182,Divine Majesty,1
1183,Miss Spenoer,1
1184,John M'Kenna,1
1185,Bonnie Jean,1
1186,Edinburgh Evening Courant,1
1187,Mrs Turner,1
1163,Robin Red Breast,1
1160,Auld Jock,1
1189,Norman Scot,1
1159,Brake Duff,1
1135,James Drummond,1
1136,Argyle Printed,1
1137,Thomas Harrison,1
1138,Mr. Glendinning,1
1139,Ethert Curl,1
1142,Henry Saunders,1
1143,Walter Whyte,1
1144,My Isa,1
1145,John Cook,1
1146,Mount Lebanon,1
1147,Momentainous Man,1
1148,Lassie Will,1
1149,Whose Memory,1
1150,Makes Lovers,1
1152,Sir James Boswell,1
1153,Sir Thomas Kirkpatrick,1
1154,Brave Rose,1
1155,Ye Multitudes,1
1156,Young Rapid,1
1157,Reuben Martin,1
1158,William Munoch,1
1188,Glasgow Printed,1
1191,Be Irish English Scotchmen,1
1247,Which Vice,1
1222,Marble Cutters,1
1225,Donald MacDonald,1
1226,Sarah Kean,1
1227,Mr. Montelth,1
1228,Seven Dials,1
1229,Learned MERRY,1
1230,John Paul,1
1231,Lord Beigham,1
1232,J. J.,1
1233,From Misery,1
1234,Robert Demster,1
1236,Chelsea College,1
1237,Society Article,1
1238,James Brown.—Brown,1
1239,Lords Succoth,1
1240,Luther Mills,1
1241,Great DUKE,1
1242,Cornelius Rylahan,1
1243,Ampsfield Choise,1
1244,Folks Backs,1
1245,Strath Canaan,1
1246,Black Watch,1
1223,Rose Dougherty,1
1221,Stamp Divine,1
1192,Kathleen Mavourneen,1
1220,Quoth Bessie,1
1193,Robert Ure,1
1194,Larry Fegan,1
1195,Daniel Brown,1
1196,Jacob Myers,1
1197,John Manks,1
1198,Charles Mercer,1
1199,Eight Score,1
1202,Object Tyber,1
1203,Lord Reglan,1
1204,Mr. Fisher,1
1205,G O D,1
1206,Whose Names,1
1207,Gould Ear,1
1209,Patrick Neil,1
1211,John Duncan,1
1213,Mrs Hooligan,1
1215,Robert Bruce,1
1216,Jockie Me,1
1217,Walnut Trees,1
1218,Excise Forms,1
1219,Eight Silver Pewther,1
3431,Whose Ruin,1
